"","Name","DistanceAT","ortholog","Strain","Length","EffectiveLength","TPM","NumReads","TF"
"2497","Eam702_002497-T1",415154,"og_0491","Eam702",1914,1665,13.782936,282,"FALSE"
"2498","Eam702_002498-T1",22795,"og_30878","Eam702",231,15.032,21.654943,4,"TRUE"
"2499","Eam702_002499-T1",3029,"og_9905","Eam702",2139,1890,8.39614,195,"FALSE"
"2500","Eam702_002500-T1",23854,"og_11124","Eam702",933,684,46.994589,395,"FALSE"
"2501","Eam702_002501-T1",87102,"og_8336","Eam702",930,681,0.119498,1,"FALSE"
"2502","Eam702_002502-T1",3916,"og_2684","Eam702",1173,924,62.882978,714,"FALSE"
"2503","Eam702_002503-T1",25539,"og_11040","Eam702",186,8.49,3814.880288,398,"FALSE"
"2504","Eam702_002504-T1",412216,"og_2454","Eam702",2100,1851,19.827912,451,"FALSE"
"2505","Eam702_002505-T1",5425,"og_11249","Eam702",378,129,165.279265,262,"FALSE"
"2506","Eam702_002506-T1",89117,"og_8891","Eam702",1434,1185,33.306596,485,"FALSE"
"2507","Eam702_002507-T1",559,"og_2357","Eam702",996,747,54.68774,502,"FALSE"
"2508","Eam702_002508-T1",26810,"og_3468","Eam702",939,690,11.911848,101,"FALSE"
"2509","Eam702_002509-T1",6516,"og_0560","Eam702",1824,1575,84.839764,1642,"FALSE"
"2510","Eam702_002510-T1",28313,"og_5010","Eam702",468,219,927.114322,2495,"FALSE"
"2511","Eam702_002511-T1",410749,"og_9780","Eam702",825,576,17.095025,121,"FALSE"
"2512","Eam702_002512-T1",91303,"og_10786","Eam702",2172,1923,2.200548,52,"FALSE"
"2513","Eam702_002513-T1",29679,"og_3707","Eam702",876,627,0.778737,6,"FALSE"
"2514","Eam702_002514-T1",407954,"og_9795","Eam702",2415,2166,3.64435,97,"FALSE"
"2515","Eam702_002515-T1",11458,"og_11488","Eam702",615,366,136.741672,615,"FALSE"
"2516","Eam702_002516-T1",32277,"og_8343","Eam702",2145,1896,5.708476,133,"FALSE"
"2517","Eam702_002517-T1",94815,"og_10885","Eam702",2442,2193,129.470014,3489,"FALSE"
"2518","Eam702_002518-T1",406211,"og_9114","Eam702",1212,963,4.394241,52,"FALSE"
"2519","Eam702_002519-T1",404813,"og_2886","Eam702",1089,840,52.411289,541,"FALSE"
"2520","Eam702_002520-T1",10435,"og_10894","Eam702",402,153,42.018691,79,"FALSE"
"2521","Eam702_002521-T1",85560,"og_3330","Eam702",1497,1248,1.043307,16,"FALSE"
"2522","Eam702_002522-T1",36098,"og_2278","Eam702",2238,1989,4.664197,114,"FALSE"
"2523","Eam702_002523-T1",83132,"og_3594","Eam702",1728,1479,11.334592,206,"FALSE"
"2524","Eam702_002524-T1",399994,"og_1721","Eam702",1437,1188,191.594432,2797,"FALSE"
"2525","Eam702_002525-T1",81832,"og_30879","Eam702",660,411,0.792,4,"TRUE"
"2526","Eam702_002526-T1",39641,"og_3111","Eam702",5547,5298,15.467651,1007,"FALSE"
"2527","Eam702_002527-T1",80068,"og_0415","Eam702",1266,1017,9.202032,115,"FALSE"
"2528","Eam702_002528-T1",3332,"og_2431","Eam702",1314,1065,21.165914,277,"FALSE"
"2529","Eam702_002529-T1",397911,"og_0164","Eam702",978,729,17.079327,153,"FALSE"
"2530","Eam702_002530-T1",105628,"og_3419","Eam702",1893,1644,7.375497,149,"FALSE"
"2531","Eam702_002531-T1",914,"og_8298","Eam702",1452,1203,19.820237,293,"FALSE"
"2532","Eam702_002532-T1",396460,"og_11462","Eam702",216,12.099,665.88956,99,"FALSE"
"2533","Eam702_002533-T1",76445,"og_3953","Eam702",1221,972,11.218774,134,"FALSE"
"2534","Eam702_002534-T1",391654,"og_1336","Eam702",3603,3354,13.902677,573,"FALSE"
"2535","Eam702_002535-T1",0,"og_9794","Eam702",777,528,44.850359,291,"FALSE"
"2536","Eam702_002536-T1",74432,"og_9996","Eam702",1272,1023,0.95458,12,"FALSE"
"2537","Eam702_002537-T1",109024,"og_10757","Eam702",3534,3285,7.629959,308,"FALSE"
"2538","Eam702_002538-T1",47414,"og_3815","Eam702",1905,1656,11.351637,231,"FALSE"
"2539","Eam702_002539-T1",72620,"og_10078","Eam702",1653,1404,12.925418,223,"FALSE"
"2540","Eam702_002540-T1",0,"og_8294","Eam702",714,465,19.250703,110,"FALSE"
"2541","Eam702_002541-T1",70759,"og_7794","Eam702",1521,1272,3.070867,48,"FALSE"
"2542","Eam702_002542-T1",387979,"og_10359","Eam702",2484,2235,8.629342,237,"FALSE"
"2543","Eam702_002543-T1",50934,"og_2205","Eam702",3750,3501,0.371907,16,"FALSE"
"2544","Eam702_002544-T1",113434,"og_11484","Eam702",2115,1866,21.064073,483,"FALSE"
"2545","Eam702_002545-T1",3627,"og_8002","Eam702",1539,1290,158.024665,2505,"FALSE"
"2546","Eam702_002546-T1",384808,"og_2648","Eam702",1650,1401,5.692392,98,"FALSE"
"2547","Eam702_002547-T1",116971,"og_1745","Eam702",768,519,7.683084,49,"FALSE"
"2548","Eam702_002548-T1",3686,"og_3702","Eam702",1806,1557,28.641701,548,"FALSE"
"2549","Eam702_002549-T1",64159,"og_3397","Eam702",2364,2115,11.042779,287,"FALSE"
"2550","Eam702_002550-T1",56261,"og_7957","Eam702",1896,1647,4.199835,85,"FALSE"
"2551","Eam702_002551-T1",383372,"og_0201","Eam702",885,636,1.279528,10,"FALSE"
"2552","Eam702_002552-T1",6541,"og_10395","Eam702",2076,1827,22.360012,502,"FALSE"
"2553","Eam702_002553-T1",119233,"og_9466","Eam702",564,315,214.424494,830,"FALSE"
"2554","Eam702_002554-T1",6399,"og_3549","Eam702",1335,1086,13.263261,177,"FALSE"
"2555","Eam702_002555-T1",380070,"og_2460","Eam702",2220,1971,16.721501,405,"FALSE"
"2556","Eam702_002556-T1",121054,"og_8888","Eam702",984,735,28.011737,253,"FALSE"
"2557","Eam702_002557-T1",58820,"og_2919","Eam702",1263,1014,10.754091,134,"FALSE"
"2558","Eam702_002558-T1",4678,"og_1621","Eam702",3306,3057,25.235956,948,"FALSE"
"2559","Eam702_002559-T1",9514,"og_7853","Eam702",1545,1296,15.572328,248,"FALSE"
"2560","Eam702_002560-T1",60799,"og_0112","Eam702",1170,921,1.678807,19,"FALSE"
"2561","Eam702_002561-T1",377184,"og_9678","Eam702",1482,1233,339.17388,5139,"FALSE"
"2562","Eam702_002562-T1",61779,"og_11403","Eam702",4044,3795,9.778223,456,"FALSE"
"2563","Eam702_002563-T1",12089,"og_30880","Eam702",546,297,78.637972,287,"TRUE"
"2564","Eam702_002564-T1",125919,"og_8995","Eam702",1866,1617,6.089508,121,"FALSE"
"2565","Eam702_002565-T1",56678,"og_3966","Eam702",1698,1449,6.627054,118,"FALSE"
"2566","Eam702_002566-T1",14352,"og_10920","Eam702",2109,1860,8.925326,204,"FALSE"
"2567","Eam702_002567-T1",374575,"og_2909","Eam702",1143,894,22.483623,247,"FALSE"
"2568","Eam702_002568-T1",0,"og_10954","Eam702",3966,3717,17.952633,820,"FALSE"
"2569","Eam702_002569-T1",54476,"og_30881","Eam702",1038,789,3.919345,38,"TRUE"
"2570","Eam702_002570-T1",128888,"og_4162","Eam702",621,372,44.845387,205,"FALSE"
"2571","Eam702_002571-T1",66565,"og_2916","Eam702",453,204,558.077357,1399,"FALSE"
"2572","Eam702_002572-T1",371891,"og_8402","Eam702",1788,1539,11.104207,210,"FALSE"
"2573","Eam702_002573-T1",129912,"og_3867","Eam702",1605,1356,12.482757,208,"FALSE"
"2574","Eam702_002574-T1",17905,"og_11224","Eam702",2451,2202,21.176011,573,"FALSE"
"2575","Eam702_002575-T1",69004,"og_4117","Eam702",1023,774,36.167987,344,"FALSE"
"2576","Eam702_002576-T1",51417,"og_2801","Eam702",1059,810,4.621465,46,"FALSE"
"2577","Eam702_002577-T1",132339,"og_3376","Eam702",2154,1905,43.743329,1024,"FALSE"
"2578","Eam702_002578-T1",367587,"og_9035","Eam702",2040,1791,10.677735,235,"FALSE"
"2579","Eam702_002579-T1",21428,"og_11077","Eam702",375,126,454.683142,704,"FALSE"
"2580","Eam702_002580-T1",69629,"og_8331","Eam702",1887,1638,34.081372,686,"FALSE"
"2581","Eam702_002581-T1",23212,"og_0133","Eam702",1395,1146,23.646479,333,"FALSE"
"2582","Eam702_002582-T1",135864,"og_4210","Eam702",987,738,24.369284,221,"FALSE"
"2583","Eam702_002583-T1",365427,"og_3963","Eam702",900,651,1.500055,12,"FALSE"
"2584","Eam702_002584-T1",46804,"og_1207","Eam702",474,225,9.403677,26,"FALSE"
"2585","Eam702_002585-T1",137300,"og_2674","Eam702",1842,1593,0.051085,1,"FALSE"
"2586","Eam702_002586-T1",25431,"og_1235","Eam702",414,165,2.959199,6,"FALSE"
"2587","Eam702_002587-T1",363757,"og_8785","Eam702",1125,876,5.573834,60,"FALSE"
"2588","Eam702_002588-T1",27088,"og_9144","Eam702",1122,873,47.260746,507,"FALSE"
"2589","Eam702_002589-T1",361890,"og_3268","Eam702",1248,999,7.575727,93,"FALSE"
"2590","Eam702_002590-T1",42180,"og_8272","Eam702",2217,1968,2.481036,60,"FALSE"
"2591","Eam702_002591-T1",64574,"og_0911","Eam702",933,684,15.585547,131,"FALSE"
"2592","Eam702_002592-T1",141883,"og_4097","Eam702",1542,1293,0.377624,6,"FALSE"
"2593","Eam702_002593-T1",30107,"og_2939","Eam702",633,384,55.735433,263,"FALSE"
"2594","Eam702_002594-T1",3598,"og_11131","Eam702",852,603,29.825094,221,"FALSE"
"2595","Eam702_002595-T1",39179,"og_2950","Eam702",1794,1545,21.332089,405,"FALSE"
"2596","Eam702_002596-T1",358271,"og_4198","Eam702",933,684,88.754337,746,"FALSE"
"2597","Eam702_002597-T1",59640,"og_9286","Eam702",2115,1866,22.895731,525,"FALSE"
"2598","Eam702_002598-T1",31530,"og_3433","Eam702",582,333,134.40806,550,"FALSE"
"2599","Eam702_002599-T1",32602,"og_1042","Eam702",453,204,35.503134,89,"FALSE"
"2600","Eam702_002600-T1",5758,"og_10745","Eam702",1128,879,102.30109,1105,"FALSE"
"2601","Eam702_002601-T1",354605,"og_8554","Eam702",2991,2742,8.51768,287,"FALSE"
"2602","Eam702_002602-T1",36287,"og_3313","Eam702",2229,1980,12.699895,309,"FALSE"
"2603","Eam702_002603-T1",145952,"og_3418","Eam702",1368,1119,76.360027,1050,"FALSE"
"2604","Eam702_002604-T1",33670,"og_4188","Eam702",1950,1701,28.178498,589,"FALSE"
"2605","Eam702_002605-T1",56621,"og_9448","Eam702",1419,1170,10.085304,145,"FALSE"
"2606","Eam702_002606-T1",36258,"og_2260","Eam702",621,372,33.907488,155,"FALSE"
"2607","Eam702_002607-T1",34268,"og_8600","Eam702",1353,1104,6.044378,82,"FALSE"
"2608","Eam702_002608-T1",54538,"og_11653","Eam702",1809,1560,6.259844,120,"FALSE"
"2609","Eam702_002609-T1",37386,"og_1264","Eam702",2349,2100,37.085104,957,"FALSE"
"2610","Eam702_002610-T1",352033,"og_1787","Eam702",687,438,39.20263,211,"FALSE"
"2611","Eam702_002611-T1",32859,"og_8363","Eam702",822,573,13.491985,95,"FALSE"
"2612","Eam702_002612-T1",350662,"og_11285","Eam702",1158,909,5.371483,60,"FALSE"
"2613","Eam702_002613-T1",53616,"og_1378","Eam702",243,18.264,245.057899,55,"FALSE"
"2614","Eam702_002614-T1",30962,"og_11079","Eam702",1353,1104,17.322304,235,"FALSE"
"2615","Eam702_002615-T1",52210,"og_7977","Eam702",387,138,48.355025,82,"FALSE"
"2616","Eam702_002616-T1",349198,"og_8077","Eam702",834,585,34.498696,248,"FALSE"
"2617","Eam702_002617-T1",13513,"og_1143","Eam702",2865,2616,0.062216,2,"FALSE"
"2618","Eam702_002618-T1",153137,"og_11460","Eam702",1926,1677,3.736496,77,"FALSE"
"2619","Eam702_002619-T1",40699,"og_3918","Eam702",1770,1521,8.025441,150,"FALSE"
"2620","Eam702_002620-T1",348210,"og_8049","Eam702",603,354,27.355872,119,"FALSE"
"2621","Eam702_002621-T1",50720,"og_3956","Eam702",996,747,17.866114,164,"FALSE"
"2622","Eam702_002622-T1",28738,"og_11114","Eam702",1497,1248,20.344493,312,"FALSE"
"2623","Eam702_002623-T1",346922,"og_3107","Eam702",432,183,26.236613,59,"FALSE"
"2624","Eam702_002624-T1",43140,"og_2509","Eam702",1401,1152,26.419584,374,"FALSE"
"2625","Eam702_002625-T1",47396,"og_11474","Eam702",2715,2466,11.813996,358,"FALSE"
"2626","Eam702_002626-T1",24574,"og_2768","Eam702",3213,2964,13.727728,500,"FALSE"
"2627","Eam702_002627-T1",345161,"og_3658","Eam702",1005,756,218.084352,2026,"FALSE"
"2628","Eam702_002628-T1",17306,"og_9567","Eam702",1593,1344,223.728871,3695,"FALSE"
"2629","Eam702_002629-T1",158071,"og_2232","Eam702",1134,885,36.872957,401,"FALSE"
"2630","Eam702_002630-T1",343642,"og_30882","Eam702",624,375,41.665521,192,"TRUE"
"2631","Eam702_002631-T1",46336,"og_9247","Eam702",453,204,681.341047,1708,"FALSE"
"2632","Eam702_002632-T1",44205,"og_8140","Eam702",1767,1518,6.433041,120,"FALSE"
"2633","Eam702_002633-T1",342217,"og_9851","Eam702",783,534,0.45718,3,"FALSE"
"2634","Eam702_002634-T1",47775,"og_9873","Eam702",732,483,30.832647,183,"FALSE"
"2635","Eam702_002635-T1",21127,"og_9339","Eam702",7824,7575,9.400096,875,"FALSE"
"2636","Eam702_002636-T1",23494,"og_9259","Eam702",153,6.322,939.720891,73,"FALSE"
"2637","Eam702_002637-T1",21612,"og_3363","Eam702",1044,795,11.055121,108,"FALSE"
"2638","Eam702_002638-T1",49379,"og_11606","Eam702",315,66.324,385.27187,314,"FALSE"
"2639","Eam702_002639-T1",338808,"og_3568","Eam702",2055,1806,4.686218,104,"FALSE"
"2640","Eam702_002640-T1",39988,"og_10034","Eam702",3471,3222,5.228194,207,"FALSE"
"2641","Eam702_002641-T1",162974,"og_9641","Eam702",3300,3051,25.498964,956,"FALSE"
"2642","Eam702_002642-T1",50609,"og_9381","Eam702",843,594,55.210981,403,"FALSE"
"2643","Eam702_002643-T1",20294,"og_1743","Eam702",567,318,65.25592,255,"FALSE"
"2644","Eam702_002644-T1",51734,"og_11337","Eam702",2040,1791,14.903392,328,"FALSE"
"2645","Eam702_002645-T1",337425,"og_2907","Eam702",696,447,44.056978,242,"FALSE"
"2646","Eam702_002646-T1",335898,"og_3898","Eam702",1137,888,14.571056,159,"FALSE"
"2647","Eam702_002647-T1",38292,"og_7822","Eam702",966,717,87.620354,772,"FALSE"
"2648","Eam702_002648-T1",54308,"og_3580","Eam702",690,441,59.972428,325,"FALSE"
"2649","Eam702_002649-T1",17294,"og_9871","Eam702",381,132,11.713495,19,"FALSE"
"2650","Eam702_002650-T1",334576,"og_8918","Eam702",618,369,35.506378,161,"FALSE"
"2651","Eam702_002651-T1",168048,"og_9477","Eam702",1326,1077,15.565332,206,"FALSE"
"2652","Eam702_002652-T1",55589,"og_8150","Eam702",1335,1086,21.805699,291,"FALSE"
"2653","Eam702_002653-T1",332648,"og_8219","Eam702",1767,1518,4.181477,78,"FALSE"
"2654","Eam702_002654-T1",29749,"og_11378","Eam702",228,14.36,368.366875,65,"FALSE"
"2655","Eam702_002655-T1",13340,"og_4190","Eam702",1638,1389,52.318595,893,"FALSE"
"2656","Eam702_002656-T1",30581,"og_8107","Eam702",1365,1116,50.533095,693,"FALSE"
"2657","Eam702_002657-T1",57850,"og_3751","Eam702",414,165,9.370797,19,"FALSE"
"2658","Eam702_002658-T1",58480,"og_9744","Eam702",780,531,18.237248,119,"FALSE"
"2659","Eam702_002659-T1",171510,"og_2295","Eam702",2349,2100,13.601747,351,"FALSE"
"2660","Eam702_002660-T1",32413,"og_2792","Eam702",1704,1455,13.81468,247,"FALSE"
"2661","Eam702_002661-T1",329435,"og_11035","Eam702",1620,1371,130.822063,2204,"FALSE"
"2662","Eam702_002662-T1",33749,"og_4236","Eam702",744,495,26.96159,164,"FALSE"
"2663","Eam702_002663-T1",61816,"og_10090","Eam702",1668,1419,3.38358,59,"FALSE"
"2664","Eam702_002664-T1",30607,"og_1031","Eam702",1050,801,1.828718,18,"FALSE"
"2665","Eam702_002665-T1",9814,"og_6423","Eam702",276,33.649,38.695307,16,"FALSE"
"2666","Eam702_002666-T1",326852,"og_9001","Eam702",1038,789,39.502868,383,"FALSE"
"2667","Eam702_002667-T1",33107,"og_8425","Eam702",2133,1884,1.943741,45,"FALSE"
"2668","Eam702_002668-T1",29308,"og_2183","Eam702",561,312,6.781498,26,"FALSE"
"2669","Eam702_002669-T1",64275,"og_2371","Eam702",1473,1224,22.272566,335,"FALSE"
"2670","Eam702_002670-T1",6339,"og_4380","Eam702",531,282,43.286155,150,"FALSE"
"2671","Eam702_002671-T1",325275,"og_1389","Eam702",783,534,47.0895,309,"FALSE"
"2672","Eam702_002672-T1",1075,"og_2481","Eam702",1464,1215,35.766121,534,"FALSE"
"2673","Eam702_002673-T1",324333,"og_2471","Eam702",642,393,40.171314,194,"FALSE"
"2674","Eam702_002674-T1",26586,"og_2810","Eam702",957,708,11.034301,96,"FALSE"
"2675","Eam702_002675-T1",31072,"og_2520","Eam702",1398,1149,14.802433,209,"FALSE"
"2676","Eam702_002676-T1",5558,"og_11427","Eam702",345,96.007,260.221632,307,"FALSE"
"2677","Eam702_002677-T1",66458,"og_7804","Eam702",1059,810,91.022768,906,"FALSE"
"2678","Eam702_002678-T1",0,"og_0195","Eam702",537,288,23.170117,82,"FALSE"
"2679","Eam702_002679-T1",320978,"og_2611","Eam702",2622,2373,4.252368,124,"FALSE"
"2680","Eam702_002680-T1",3035,"og_7986","Eam702",1542,1293,19.258824,306,"FALSE"
"2681","Eam702_002681-T1",22695,"og_10162","Eam702",2745,2496,33.842281,1038,"FALSE"
"2682","Eam702_002682-T1",27219,"og_3562","Eam702",2802,2553,6.566338,206,"FALSE"
"2683","Eam702_002683-T1",68571,"og_9865","Eam702",246,19.23,169.269887,40,"FALSE"
"2684","Eam702_002684-T1",0,"og_8408","Eam702",1485,1236,24.29488,369,"FALSE"
"2685","Eam702_002685-T1",69276,"og_10020","Eam702",930,681,8.125847,68,"FALSE"
"2686","Eam702_002686-T1",169665,"og_4597","Eam702",234,15.754,61.985972,12,"FALSE"
"2687","Eam702_002687-T1",1813,"og_2429","Eam702",678,429,22.763069,120,"FALSE"
"2688","Eam702_002688-T1",318798,"og_9619","Eam702",1041,792,59.286729,577,"FALSE"
"2689","Eam702_002689-T1",0,"og_10758","Eam702",1707,1458,11.776922,211,"FALSE"
"2690","Eam702_002690-T1",316790,"og_0479","Eam702",1128,879,32.2179,348,"FALSE"
"2691","Eam702_002691-T1",19034,"og_0945","Eam702",1611,1362,47.739353,799,"FALSE"
"2692","Eam702_002692-T1",73092,"og_2537","Eam702",3210,2961,9.701595,353,"FALSE"
"2693","Eam702_002693-T1",23579,"og_8395","Eam702",1107,858,34.903372,368,"FALSE"
"2694","Eam702_002694-T1",162144,"og_11287","Eam702",1923,1674,24.111991,496,"FALSE"
"2695","Eam702_002695-T1",313107,"og_8174","Eam702",1728,1479,203.967639,3707,"FALSE"
"2696","Eam702_002696-T1",21090,"og_3255","Eam702",1377,1128,17.025888,236,"FALSE"
"2697","Eam702_002697-T1",76711,"og_7749","Eam702",552,303,26.320268,98,"FALSE"
"2698","Eam702_002698-T1",14600,"og_1523","Eam702",1620,1371,15.492086,261,"FALSE"
"2699","Eam702_002699-T1",77673,"og_2213","Eam702",690,441,20.667421,112,"FALSE"
"2700","Eam702_002700-T1",19760,"og_2709","Eam702",849,600,26.99036,199,"FALSE"
"2701","Eam702_002701-T1",309769,"og_11343","Eam702",2376,2127,6.810192,178,"FALSE"
"2702","Eam702_002702-T1",160154,"og_8039","Eam702",1050,801,31.291405,308,"FALSE"
"2703","Eam702_002703-T1",78648,"og_10164","Eam702",2382,2133,5.303112,139,"FALSE"
"2704","Eam702_002704-T1",17370,"og_1678","Eam702",1608,1359,9.161758,153,"FALSE"
"2705","Eam702_002705-T1",158288,"og_2056","Eam702",1167,918,6.648527,75,"FALSE"
"2706","Eam702_002706-T1",11579,"og_2970","Eam702",1686,1437,90.495475,1598,"FALSE"
"2707","Eam702_002707-T1",81704,"og_7694","Eam702",300,52.326,1.555225,1,"FALSE"
"2708","Eam702_002708-T1",82073,"og_30883","Eam702",234,15.754,0,0,"TRUE"
"2709","Eam702_002709-T1",13396,"og_4134","Eam702",1641,1392,0.467689,8,"FALSE"
"2710","Eam702_002710-T1",4487,"og_1313","Eam702",5847,5598,1.410086,97,"FALSE"
"2711","Eam702_002711-T1",83559,"og_10173","Eam702",588,339,59.533147,248,"FALSE"
"2712","Eam702_002712-T1",150603,"og_10724","Eam702",5064,4815,28.241452,1671,"FALSE"
"2713","Eam702_002713-T1",10565,"og_1657","Eam702",1851,1602,9.041997,178,"FALSE"
"2714","Eam702_002714-T1",300173,"og_10104","Eam702",3696,3447,1.463717,62,"FALSE"
"2715","Eam702_002715-T1",87708,"og_4178","Eam702",2073,1824,17.042974,382,"FALSE"
"2716","Eam702_002716-T1",2800,"og_1946","Eam702",1017,768,24.582929,232,"FALSE"
"2717","Eam702_002717-T1",6958,"og_1067","Eam702",903,654,8.461318,68,"FALSE"
"2718","Eam702_002718-T1",145788,"og_3482","Eam702",2898,2649,30.075135,979,"FALSE"
"2719","Eam702_002719-T1",914,"og_2622","Eam702",1287,1038,24.617228,314,"FALSE"
"2720","Eam702_002720-T1",91517,"og_3140","Eam702",1164,915,51.761726,582,"FALSE"
"2721","Eam702_002721-T1",297547,"og_10541","Eam702",1014,765,1.063764,10,"FALSE"
"2722","Eam702_002722-T1",3044,"og_8529","Eam702",2337,2088,0.66256,17,"FALSE"
"2723","Eam702_002723-T1",0,"og_4837","Eam702",1524,1275,7.08467,111,"FALSE"
"2724","Eam702_002724-T1",295108,"og_3840","Eam702",1578,1329,19.533162,319,"FALSE"
"2725","Eam702_002725-T1",139740,"og_8580","Eam702",5088,4839,1.126746,67,"FALSE"
"2726","Eam702_002726-T1",0,"og_8606","Eam702",1479,1230,6.748417,102,"FALSE"
"2727","Eam702_002727-T1",96352,"og_1761","Eam702",3036,2787,27.709973,949,"FALSE"
"2728","Eam702_002728-T1",0,"og_8710","Eam702",1830,1581,2.933931,57,"FALSE"
"2729","Eam702_002729-T1",292729,"og_10845","Eam702",306,57.785,222.508656,158,"FALSE"
"2730","Eam702_002730-T1",289533,"og_10761","Eam702",2115,1866,8.983849,206,"FALSE"
"2731","Eam702_002731-T1",0,"og_9810","Eam702",1110,861,1.228703,13,"FALSE"
"2732","Eam702_002732-T1",137974,"og_2410","Eam702",1389,1140,14.919295,209,"FALSE"
"2733","Eam702_002733-T1",100714,"og_3045","Eam702",1299,1050,18.91069,244,"FALSE"
"2734","Eam702_002734-T1",136893,"og_3351","Eam702",576,327,290.422299,1167,"FALSE"
"2735","Eam702_002735-T1",102754,"og_10115","Eam702",780,531,40.30585,263,"FALSE"
"2736","Eam702_002736-T1",135795,"og_8905","Eam702",483,234,342.900338,986,"FALSE"
"2737","Eam702_002737-T1",286141,"og_11532","Eam702",1338,1089,37.587805,503,"FALSE"
"2738","Eam702_002738-T1",103095,"og_3192","Eam702",1764,1515,43.885018,817,"FALSE"
"2739","Eam702_002739-T1",0,"og_2765","Eam702",6819,6570,2.018966,163,"FALSE"
"2740","Eam702_002740-T1",283913,"og_9359","Eam702",1440,1191,48.717459,713,"FALSE"
"2741","Eam702_002741-T1",130354,"og_8906","Eam702",3162,2913,37.322681,1336,"FALSE"
"2742","Eam702_002742-T1",100107,"og_1964","Eam702",888,639,7.004364,55,"FALSE"
"2743","Eam702_002743-T1",281038,"og_3618","Eam702",1452,1203,12.852714,190,"FALSE"
"2744","Eam702_002744-T1",96535,"og_1292","Eam702",2049,1800,21.203482,469,"FALSE"
"2745","Eam702_002745-T1",278972,"og_8014","Eam702",579,330,325.265283,1319,"FALSE"
"2746","Eam702_002746-T1",277015,"og_9177","Eam702",969,720,31.307914,277,"FALSE"
"2747","Eam702_002747-T1",95341,"og_3726","Eam702",801,552,57.200458,388,"FALSE"
"2748","Eam702_002748-T1",272868,"og_8212","Eam702",3492,3243,5.771487,230,"FALSE"
"2749","Eam702_002749-T1",91100,"og_6505","Eam702",1818,1569,39.936926,770,"FALSE"
"2750","Eam702_002750-T1",120640,"og_30884","Eam702",1983,1734,0.140792,3,"TRUE"
"2751","Eam702_002751-T1",271180,"og_9579","Eam702",1047,798,2.34548,23,"FALSE"
